customer_id,signup_date,region,plan_type,tenure_months,monthly_fee_gbp,support_tickets_90d,last_login_days,nps_score,churned_90d,marketing_channel,device_type,income_band,contract_type,revenue_last_3m_gbp
5015,2024-04-09,South,Basic,2,10.97,0,8,12.0,0,Referral,Mobile,75k+,Annual,32.91
5016,2024-10-05,South,Basic,28,11.71,0,6,19.0,0,Social,Mobile,25-50k,Annual,35.13
5017,2024-03-27,South,Standard,27,18.22,0,15,20.0,0,Social,Desktop,25-50k,Monthly,54.66
5018,2024-03-26,Midlands,Standard,1,18.75,1,3,25.0,0,Organic search,Mobile,<25k,Annual,56.25
5019,2024-01-01,South,Basic,12,13.6,1,6,11.0,0,Organic search,Mobile,75k+,Annual,40.8
5020,2024-01-17,Wales,Basic,23,9.46,2,23,17.0,0,Paid search,Mobile,<25k,Monthly,28.38
5021,2024-06-02,Midlands,Standard,6,23.88,1,6,13.0,0,Paid search,Desktop,25-50k,Monthly,71.64
5022,2024-11-17,Midlands,Basic,20,11.06,0,19,20.0,0,Referral,Desktop,25-50k,Monthly,33.18
5023,2024-11-02,Wales,Standard,3,20.45,2,10,15.0,0,Referral,Desktop,50-75k,Monthly,61.35
5024,2024-05-21,Wales,Standard,5,20.75,3,16,7.0,0,Paid search,Mobile,75k+,Monthly,62.25
5025,2024-07-01,South,Standard,24,22.89,3,5,19.0,0,Organic search,Desktop,25-50k,Annual,68.67
5026,2024-10-31,Midlands,Basic,36,12.21,0,18,25.0,0,Organic search,Mobile,<25k,Monthly,36.63
5027,2024-08-06,North,Basic,28,12.01,0,7,24.0,0,Referral,Desktop,75k+,Monthly,36.03
5028,2024-01-30,South,Basic,7,13.97,0,10,,1,Email,Mobile,25-50k,Monthly,27.94
5029,2024-03-15,Scotland,Standard,25,20.6,1,1,,0,Paid search,Mobile,<25k,Monthly,61.8
5030,2024-06-26,South,Basic,16,10.93,0,8,20.0,0,Organic search,Mobile,75k+,Monthly,32.79
5031,2024-12-20,South,Standard,36,20.48,0,29,,0,Paid search,Mobile,<25k,Annual,61.44
5032,2024-04-14,North,Standard,33,19.94,1,9,25.0,0,Email,Mobile,50-75k,Monthly,59.82
5033,2024-04-03,North,Basic,19,11.83,0,21,9.0,0,Organic search,Tablet,50-75k,Monthly,35.49
5034,2024-04-14,Midlands,Basic,32,13.24,0,16,10.0,0,Referral,Desktop,50-75k,Monthly,39.72
5035,2024-03-16,North,Standard,25,20.81,1,6,5.0,0,Social,Desktop,50-75k,Monthly,62.43
5036,2024-07-25,South,Basic,16,13.98,1,8,,0,Referral,Mobile,<25k,Monthly,41.94
5037,2024-01-24,South,Standard,7,21.21,2,19,13.0,0,Email,Mobile,25-50k,Monthly,63.63
5038,2024-06-16,Midlands,Basic,4,11.22,0,18,23.0,1,Email,Mobile,<25k,Monthly,11.22
5039,2024-04-08,North,Standard,17,21.52,2,12,30.0,0,Social,Mobile,<25k,Monthly,64.56
5040,2024-10-07,South,Basic,8,14.4,0,13,24.0,0,Organic search,Desktop,<25k,Monthly,43.2
5041,2024-04-08,South,Standard,2,19.65,1,22,16.0,1,Organic search,Mobile,50-75k,Annual,0.0
5042,2024-06-22,South,Premium,7,33.44,0,14,29.0,0,Organic search,Desktop,75k+,Monthly,100.32
5043,2024-06-21,Scotland,Standard,19,17.64,1,17,13.0,0,Paid search,Mobile,75k+,Monthly,52.92
5044,2024-11-09,South,Standard,20,20.97,1,20,37.0,0,Organic search,Tablet,50-75k,Annual,62.91
5045,2024-09-09,Scotland,Standard,6,22.33,4,1,11.0,1,Social,Desktop,25-50k,Monthly,22.33
5046,2024-11-29,Wales,Standard,9,20.31,0,21,18.0,0,Social,Mobile,25-50k,Monthly,60.93
5047,2024-11-18,North,Standard,33,21.26,0,17,29.0,0,Paid search,Desktop,<25k,Monthly,63.78
5048,2024-04-27,North,Standard,16,20.32,1,26,29.0,0,Organic search,Mobile,50-75k,Monthly,60.96
5049,2024-07-26,Midlands,Basic,22,13.49,2,26,10.0,0,Organic search,Mobile,25-50k,Monthly,40.47
5050,2024-06-22,South,Premium,26,32.38,4,20,8.0,0,Referral,Mobile,50-75k,Annual,97.14
5051,2024-05-06,Midlands,Basic,22,12.4,2,6,15.0,0,Social,Mobile,50-75k,Annual,37.2
5052,2024-01-17,Midlands,Standard,24,21.5,1,55,-3.0,1,Organic search,Desktop,<25k,Monthly,21.5
5053,2024-10-23,South,Standard,27,20.2,3,4,23.0,0,Organic search,Mobile,25-50k,Monthly,60.6
5054,2024-01-03,North,Basic,17,11.58,0,10,18.0,0,Organic search,Desktop,<25k,Monthly,34.74
5055,2024-10-11,Midlands,Basic,32,11.28,0,2,25.0,0,Organic search,Mobile,25-50k,Annual,33.84
5056,2024-11-04,North,Basic,25,11.4,0,19,14.0,0,Organic search,Mobile,50-75k,Monthly,34.2
5057,2024-07-28,South,Standard,19,19.3,2,3,,0,Organic search,Desktop,25-50k,Monthly,57.9
5058,2024-11-12,Wales,Basic,13,11.8,1,42,7.0,0,Organic search,Mobile,25-50k,Annual,35.4
5059,2024-11-25,South,Basic,20,12.51,1,11,23.0,0,Organic search,Desktop,75k+,Annual,37.53
5060,2024-08-30,South,Standard,1,19.46,2,5,23.0,0,Email,Desktop,<25k,Monthly,58.38
5061,2024-03-12,South,Premium,4,29.24,2,13,18.0,0,Social,Desktop,50-75k,Monthly,87.72
5062,2024-01-06,South,Standard,17,21.34,2,15,9.0,0,Email,Mobile,50-75k,Monthly,64.02
5063,2024-02-24,Scotland,Basic,16,12.95,2,16,15.0,0,Organic search,Desktop,50-75k,Annual,38.85
5064,2024-01-12,North,Basic,20,12.8,0,58,18.0,1,Social,Mobile,25-50k,Annual,25.6
5065,2024-01-16,South,Premium,31,33.69,2,7,22.0,0,Email,Mobile,<25k,Monthly,101.07
5066,2024-07-17,North,Basic,25,13.94,2,15,13.0,0,Email,Desktop,25-50k,Monthly,41.82
5067,2024-03-06,North,Basic,8,9.61,0,24,26.0,0,Referral,Desktop,25-50k,Monthly,28.83
5068,2024-08-10,Wales,Basic,15,12.74,2,12,19.0,0,Email,Mobile,25-50k,Annual,38.22
5069,2024-03-27,South,Standard,25,20.19,0,23,32.0,0,Referral,Desktop,25-50k,Monthly,60.57
5070,2024-08-25,Midlands,Standard,1,19.88,2,16,1.0,0,Social,Tablet,75k+,Monthly,59.64
5071,2024-03-13,Midlands,Basic,13,13.58,1,5,21.0,0,Referral,Desktop,25-50k,Monthly,40.74
5072,2024-12-26,Midlands,Premium,23,31.42,1,3,28.0,0,Paid search,Desktop,<25k,Monthly,94.26
5073,2024-12-10,Midlands,Premium,28,31.22,2,14,18.0,0,Referral,Desktop,75k+,Monthly,93.66
5074,2024-03-18,North,Standard,26,21.17,4,8,18.0,0,Social,Mobile,<25k,Annual,63.51
5075,2024-08-08,Wales,Premium,25,34.06,3,2,10.0,0,Referral,Mobile,25-50k,Monthly,102.18
5076,2024-12-24,Wales,Standard,8,19.2,2,1,13.0,0,Referral,Desktop,25-50k,Monthly,57.6
5077,2024-11-22,North,Premium,15,31.5,3,6,9.0,0,Paid search,Mobile,25-50k,Monthly,94.5
5078,2024-04-23,South,Standard,33,19.96,0,10,33.0,0,Organic search,Desktop,<25k,Annual,59.88
5079,2024-01-18,Midlands,Basic,17,9.87,1,3,25.0,0,Paid search,Mobile,75k+,Annual,29.61
5080,2024-12-28,South,Standard,24,19.94,0,1,27.0,0,Social,Tablet,25-50k,Annual,59.82
5081,2024-08-11,Scotland,Basic,19,11.01,0,8,3.0,0,Paid search,Desktop,25-50k,Monthly,33.03
5082,2024-07-28,South,Basic,28,12.84,0,6,29.0,0,Social,Mobile,25-50k,Annual,38.52
5083,2024-10-30,South,Standard,2,18.85,0,16,17.0,0,Social,Mobile,25-50k,Monthly,56.55
5084,2024-05-01,Midlands,Basic,19,11.55,0,6,7.0,0,Social,Desktop,<25k,Monthly,34.65
5085,2024-01-28,Scotland,Standard,35,19.85,0,16,24.0,0,Referral,Desktop,75k+,Monthly,59.55
5086,2024-01-26,South,Basic,36,12.63,0,25,21.0,0,Organic search,Mobile,25-50k,Annual,37.89
5087,2024-11-28,Midlands,Standard,6,18.79,0,5,19.0,0,Social,Mobile,25-50k,Monthly,56.37
5088,2024-12-11,Midlands,Standard,27,20.72,1,3,11.0,0,Organic search,Mobile,50-75k,Monthly,62.16
5089,2024-02-29,Midlands,Basic,7,13.07,0,23,16.0,0,Organic search,Desktop,25-50k,Monthly,39.21
5090,2024-08-14,North,Premium,27,29.29,3,17,9.0,0,Organic search,Desktop,25-50k,Monthly,87.87
5091,2024-01-08,South,Basic,18,12.52,0,4,25.0,0,Organic search,Desktop,75k+,Monthly,37.56
5092,2024-03-25,South,Basic,11,12.07,0,3,26.0,0,Paid search,Mobile,75k+,Annual,36.21
5093,2024-01-15,Midlands,Standard,33,18.73,3,2,17.0,0,Organic search,Desktop,<25k,Monthly,56.19
5094,2024-04-27,Midlands,Basic,27,9.38,1,2,15.0,0,Social,Mobile,50-75k,Monthly,28.14
5095,2024-02-24,South,Basic,2,11.17,0,27,13.0,0,Paid search,Mobile,25-50k,Monthly,33.51
5096,2024-07-23,Midlands,Basic,13,12.77,0,5,14.0,0,Paid search,Mobile,50-75k,Monthly,38.31
5097,2024-03-14,Midlands,Basic,9,12.43,2,20,13.0,0,Social,Mobile,25-50k,Monthly,37.29
5098,2024-09-15,North,Premium,30,35.11,1,1,37.0,0,Social,Mobile,50-75k,Monthly,105.33
5099,2024-11-03,North,Basic,18,12.4,0,24,1.0,1,Social,Desktop,25-50k,Monthly,12.4
5100,2024-01-28,South,Standard,35,18.11,2,5,11.0,0,Social,Desktop,75k+,Annual,54.33
5101,2024-06-11,South,Basic,16,12.58,1,4,24.0,0,Referral,Desktop,50-75k,Monthly,37.74
5102,2024-01-14,Midlands,Basic,23,13.34,0,13,25.0,0,Referral,Mobile,<25k,Monthly,40.02
5103,2024-04-01,Scotland,Basic,3,12.53,3,30,-6.0,0,Paid search,Mobile,25-50k,Monthly,37.59
5104,2024-08-07,South,Premium,1,33.44,1,43,17.0,0,Organic search,Mobile,25-50k,Annual,100.32
5105,2024-11-14,Wales,Standard,12,21.42,1,8,26.0,0,Social,Desktop,25-50k,Monthly,64.26
5106,2024-09-29,South,Premium,34,32.75,2,15,27.0,0,Organic search,Mobile,25-50k,Monthly,98.25
5107,2024-08-06,North,Basic,34,12.72,0,4,28.0,0,Paid search,Mobile,25-50k,Annual,38.16
5108,2024-04-15,Midlands,Standard,3,17.82,0,7,22.0,1,Paid search,Desktop,<25k,Monthly,17.82
5109,2024-07-29,South,Basic,12,13.73,0,3,38.0,0,Paid search,Mobile,75k+,Monthly,41.19
5110,2024-11-06,South,Basic,23,11.73,1,47,14.0,0,Referral,Desktop,<25k,Annual,35.19
5111,2024-09-24,South,Premium,14,31.68,0,11,18.0,0,Organic search,Mobile,25-50k,Monthly,95.04
5112,2024-11-28,South,Standard,15,17.92,1,6,18.0,0,Referral,Mobile,<25k,Monthly,53.76
5113,2024-11-06,North,Basic,8,9.46,0,15,21.0,0,Social,Desktop,50-75k,Monthly,28.38
5114,2024-11-19,Wales,Standard,13,20.22,0,13,31.0,0,Email,Mobile,<25k,Monthly,60.66
5115,2024-06-22,South,Basic,28,11.57,1,14,21.0,0,Paid search,Desktop,50-75k,Monthly,34.71
5116,2024-07-18,Scotland,Standard,23,18.88,1,17,23.0,1,Organic search,Desktop,<25k,Annual,18.88
5117,2024-03-14,South,Premium,23,32.93,1,2,29.0,0,Referral,Desktop,25-50k,Monthly,98.79
5118,2024-03-21,North,Standard,11,18.8,2,20,15.0,0,Paid search,Mobile,25-50k,Monthly,56.4
5119,2024-02-28,South,Basic,12,11.5,0,2,15.0,0,Referral,Tablet,25-50k,Monthly,34.5
5120,2024-02-29,Midlands,Standard,34,19.55,1,6,28.0,0,Referral,Mobile,25-50k,Monthly,58.65
5121,2024-12-28,Scotland,Basic,12,12.19,1,6,15.0,0,Referral,Mobile,25-50k,Monthly,36.57
5122,2024-04-26,Wales,Standard,21,19.07,0,3,22.0,0,Paid search,Mobile,25-50k,Monthly,57.21
5123,2024-07-15,North,Basic,14,10.78,1,2,35.0,0,Social,Tablet,50-75k,Monthly,32.34
5124,2024-04-16,South,Basic,2,12.93,1,11,3.0,0,Paid search,Tablet,25-50k,Monthly,38.79
5125,2024-01-23,South,Basic,31,12.13,1,36,9.0,0,Organic search,Mobile,<25k,Monthly,36.39
5126,2024-04-13,South,Standard,25,20.33,0,43,17.0,0,Organic search,Mobile,25-50k,Annual,60.99
5127,2024-03-04,Scotland,Basic,23,10.81,0,7,22.0,0,Paid search,Desktop,50-75k,Annual,32.43
5128,2024-11-17,South,Basic,16,11.18,1,13,19.0,0,Organic search,Mobile,<25k,Monthly,33.54
5129,2024-07-07,South,Basic,26,14.08,1,4,17.0,0,Paid search,Desktop,<25k,Monthly,42.24
5130,2024-12-21,Wales,Basic,12,13.29,0,19,5.0,0,Social,Mobile,75k+,Monthly,39.87
5131,2024-10-06,North,Standard,26,22.49,2,20,10.0,0,Paid search,Mobile,<25k,Monthly,67.47
5132,2024-07-06,Midlands,Standard,35,24.12,1,11,16.0,0,Email,Mobile,75k+,Monthly,72.36
5133,2024-08-29,South,Standard,13,18.89,1,8,18.0,0,Referral,Desktop,25-50k,Annual,56.67
5134,2024-11-20,Scotland,Standard,4,20.7,1,35,24.0,0,Organic search,Desktop,25-50k,Monthly,62.1
5135,2024-02-23,North,Basic,26,11.29,0,21,17.0,0,Paid search,Mobile,25-50k,Annual,33.87
5136,2024-09-29,South,Basic,15,10.19,0,9,20.0,0,Paid search,Desktop,75k+,Monthly,30.57
5137,2024-09-23,South,Standard,3,20.32,2,14,5.0,0,Organic search,Mobile,50-75k,Monthly,60.96
5138,2024-10-31,North,Standard,29,19.24,0,9,17.0,0,Paid search,Desktop,25-50k,Monthly,57.72
5139,2024-06-06,Midlands,Premium,33,32.98,3,14,,0,Paid search,Desktop,25-50k,Monthly,98.94
5140,2024-10-08,South,Standard,11,20.14,1,2,22.0,1,Organic search,Mobile,<25k,Monthly,40.28
5141,2024-03-22,South,Basic,19,13.1,1,4,11.0,0,Referral,Desktop,25-50k,Monthly,39.3
5142,2024-07-16,North,Basic,2,12.73,1,18,14.0,0,Organic search,Mobile,50-75k,Monthly,38.19
5143,2024-12-18,South,Standard,9,17.01,1,7,29.0,1,Email,Mobile,<25k,Monthly,34.02
5144,2024-12-27,North,Basic,24,11.26,1,14,16.0,0,Organic search,Desktop,25-50k,Monthly,33.78
5145,2024-06-14,Wales,Standard,1,19.93,0,25,29.0,0,Paid search,Mobile,50-75k,Monthly,59.79
5146,2024-06-28,North,Standard,19,19.54,1,11,15.0,0,Paid search,Desktop,50-75k,Annual,58.62
5147,2024-02-27,Scotland,Basic,5,12.89,1,5,12.0,0,Organic search,Tablet,75k+,Monthly,38.67
5148,2024-02-04,South,Basic,4,14.89,0,6,38.0,0,Email,Mobile,25-50k,Monthly,44.67
5149,2024-12-19,South,Basic,18,13.51,0,28,31.0,0,Paid search,Mobile,25-50k,Monthly,40.53
5150,2024-09-25,South,Standard,19,18.12,0,7,29.0,0,Organic search,Mobile,25-50k,Monthly,54.36
5151,2024-02-02,North,Basic,6,12.37,1,23,16.0,1,Social,Desktop,25-50k,Monthly,24.74
5152,2024-09-15,North,Basic,11,14.8,0,14,26.0,1,Organic search,Desktop,50-75k,Monthly,14.8
5153,2024-10-31,North,Standard,27,19.94,1,6,18.0,0,Paid search,Mobile,25-50k,Annual,59.82
5154,2024-08-29,North,Basic,32,11.86,1,11,27.0,0,Organic search,Desktop,<25k,Monthly,35.58
5155,2024-10-03,North,Basic,34,13.9,2,21,9.0,1,Referral,Desktop,50-75k,Monthly,0.0
5156,2024-05-02,Scotland,Standard,27,21.01,2,3,29.0,0,Email,Desktop,<25k,Monthly,63.03
5157,2024-05-15,North,Basic,3,8.72,0,22,21.0,1,Organic search,Mobile,75k+,Monthly,17.44
5158,2024-01-14,Scotland,Basic,30,11.41,0,7,30.0,0,Organic search,Desktop,25-50k,Annual,34.23
5159,2024-05-29,Midlands,Standard,13,21.88,3,14,-2.0,1,Email,Desktop,50-75k,Monthly,43.76
5160,2024-01-10,North,Standard,15,21.51,2,7,10.0,0,Referral,Desktop,25-50k,Monthly,64.53
5161,2024-01-23,Midlands,Standard,19,20.13,3,7,14.0,0,Organic search,Desktop,<25k,Monthly,60.39
5162,2024-01-03,North,Standard,27,20.96,1,3,24.0,0,Paid search,Desktop,<25k,Monthly,62.88
5163,2024-01-04,South,Basic,18,10.84,1,4,4.0,0,Paid search,Desktop,50-75k,Monthly,32.52
5164,2024-08-14,Scotland,Basic,7,11.97,0,7,31.0,0,Referral,Mobile,25-50k,Monthly,35.91
5165,2024-06-18,North,Basic,19,11.45,0,7,18.0,0,Organic search,Desktop,25-50k,Monthly,34.35
5166,2024-07-20,North,Premium,6,32.7,3,8,16.0,0,Paid search,Desktop,<25k,Monthly,98.1
5167,2024-03-21,South,Basic,14,12.65,1,14,35.0,0,Social,Mobile,<25k,Annual,37.95
5168,2024-04-03,Wales,Standard,1,20.35,3,20,4.0,1,Organic search,Mobile,<25k,Monthly,40.7
5169,2024-10-25,Wales,Standard,27,23.17,2,15,14.0,0,Referral,Desktop,<25k,Monthly,69.51
5170,2024-07-30,South,Premium,18,30.32,1,9,15.0,0,Paid search,Desktop,25-50k,Monthly,90.96
5171,2024-01-19,North,Standard,32,22.51,1,14,19.0,0,Email,Desktop,25-50k,Monthly,67.53
5172,2024-11-25,Wales,Basic,14,12.42,0,13,11.0,0,Paid search,Mobile,25-50k,Monthly,37.26
5173,2024-03-09,Midlands,Basic,10,12.67,1,10,23.0,1,Organic search,Mobile,25-50k,Annual,12.67
5174,2024-06-17,Midlands,Standard,13,21.0,1,33,17.0,1,Organic search,Desktop,25-50k,Monthly,21.0
5175,2024-10-10,North,Standard,14,21.97,0,30,25.0,0,Organic search,Mobile,<25k,Monthly,65.91
5176,2024-12-15,Scotland,Basic,36,10.14,2,10,11.0,0,Social,Desktop,25-50k,Monthly,30.42
5177,2024-01-09,North,Basic,12,9.57,0,2,23.0,0,Referral,Mobile,25-50k,Monthly,28.71
5178,2024-01-12,South,Standard,19,19.65,2,3,17.0,0,Organic search,Desktop,25-50k,Annual,58.95
5179,2024-10-17,South,Standard,23,20.08,0,9,41.0,0,Paid search,Mobile,25-50k,Monthly,60.24
5180,2024-09-07,Scotland,Standard,8,20.55,0,9,13.0,1,Referral,Mobile,75k+,Monthly,20.55
5181,2024-06-23,North,Basic,23,13.64,1,9,13.0,0,Social,Mobile,25-50k,Annual,40.92
5182,2024-07-22,Midlands,Basic,12,12.02,1,12,23.0,0,Referral,Mobile,25-50k,Monthly,36.06
5183,2024-10-06,South,Basic,33,14.19,0,4,-2.0,0,Organic search,Mobile,25-50k,Monthly,42.57
5184,2024-02-07,North,Basic,31,11.79,1,5,20.0,0,Paid search,Mobile,<25k,Monthly,35.37
5185,2024-01-23,Scotland,Standard,20,18.22,2,3,,0,Email,Desktop,25-50k,Monthly,54.66
5186,2024-03-13,South,Basic,5,10.58,0,2,17.0,0,Organic search,Mobile,25-50k,Monthly,31.74
5187,2024-10-30,South,Basic,21,10.73,0,10,9.0,0,Paid search,Desktop,<25k,Monthly,32.19
5188,2024-09-19,South,Basic,15,12.62,0,4,23.0,0,Paid search,Desktop,<25k,Monthly,37.86
5189,2024-11-30,North,Basic,27,10.0,0,11,24.0,0,Referral,Desktop,50-75k,Annual,30.0
5190,2024-09-21,Midlands,Standard,3,21.2,0,32,19.0,0,Referral,Desktop,25-50k,Monthly,63.6
5191,2024-09-14,Wales,Premium,28,34.23,0,16,29.0,0,Organic search,Desktop,50-75k,Monthly,102.69
5192,2024-06-23,North,Basic,31,9.96,2,7,13.0,0,Organic search,Mobile,50-75k,Monthly,29.88
5193,2024-01-29,Scotland,Basic,29,13.27,0,10,17.0,0,Paid search,Mobile,25-50k,Monthly,39.81
5194,2024-08-25,South,Basic,36,13.08,1,25,5.0,0,Paid search,Mobile,<25k,Monthly,39.24
5195,2024-09-17,Wales,Basic,32,12.82,0,18,26.0,0,Organic search,Desktop,50-75k,Monthly,38.46
5196,2024-01-29,North,Basic,30,11.03,0,4,26.0,0,Referral,Mobile,<25k,Annual,33.09
5197,2024-01-14,North,Standard,29,23.08,2,17,29.0,1,Social,Mobile,25-50k,Monthly,23.08
5198,2024-08-29,South,Premium,23,31.19,0,6,27.0,0,Organic search,Desktop,75k+,Monthly,93.57
5199,2024-11-11,Scotland,Standard,30,16.15,1,15,11.0,0,Paid search,Mobile,25-50k,Monthly,48.45
5200,2024-09-19,Midlands,Premium,33,30.42,3,10,20.0,0,Organic search,Desktop,75k+,Monthly,91.26
5201,2024-02-09,South,Basic,32,11.85,1,6,11.0,0,Referral,Tablet,<25k,Monthly,35.55
5202,2024-07-06,Midlands,Basic,14,15.85,0,8,24.0,0,Organic search,Desktop,<25k,Monthly,47.55
5203,2024-09-11,Scotland,Basic,15,12.65,0,0,22.0,0,Paid search,Mobile,50-75k,Monthly,37.95
5204,2024-02-10,Wales,Basic,29,10.8,0,13,15.0,0,Paid search,Mobile,25-50k,Annual,32.4
5205,2024-12-14,North,Standard,5,17.27,1,8,29.0,0,Paid search,Mobile,25-50k,Monthly,51.81
5206,2024-05-28,South,Standard,1,23.18,1,10,30.0,0,Paid search,Desktop,50-75k,Monthly,69.54
5207,2024-04-19,South,Standard,6,20.2,2,17,17.0,0,Organic search,Mobile,50-75k,Annual,60.6
5208,2024-05-02,South,Basic,32,13.58,0,18,32.0,0,Paid search,Mobile,<25k,Monthly,40.74
5209,2024-02-12,South,Standard,6,18.42,0,9,22.0,0,Organic search,Mobile,25-50k,Monthly,55.26
5210,2024-09-04,North,Standard,30,21.39,2,24,3.0,0,Referral,Mobile,50-75k,Monthly,64.17
5211,2024-09-08,South,Standard,12,19.14,3,3,14.0,0,Email,Mobile,25-50k,Monthly,57.42
5212,2024-06-12,Midlands,Basic,35,13.27,0,3,30.0,0,Organic search,Mobile,<25k,Monthly,39.81
5213,2024-09-10,Wales,Basic,2,14.03,0,6,32.0,0,Referral,Mobile,50-75k,Monthly,42.09
5214,2024-11-12,North,Basic,25,14.0,1,15,3.0,0,Referral,Mobile,50-75k,Monthly,42.0
5215,2024-02-29,Midlands,Basic,32,12.58,0,12,18.0,1,Referral,Mobile,25-50k,Monthly,25.16
5216,2024-06-02,North,Basic,8,14.69,0,22,23.0,0,Social,Desktop,25-50k,Monthly,44.07
5217,2024-11-05,South,Basic,26,14.2,0,9,39.0,0,Social,Desktop,<25k,Monthly,42.6
5218,2024-02-20,Midlands,Standard,9,19.68,2,19,9.0,0,Paid search,Desktop,50-75k,Monthly,59.04
5219,2024-02-23,Midlands,Basic,12,12.64,1,5,20.0,0,Organic search,Mobile,50-75k,Monthly,37.92
5220,2024-10-21,North,Basic,27,10.72,0,4,19.0,0,Social,Mobile,25-50k,Monthly,32.16
5221,2024-07-10,South,Standard,5,19.96,1,32,14.0,0,Organic search,Mobile,25-50k,Monthly,59.88
5222,2024-10-18,South,Standard,12,20.43,1,22,33.0,0,Social,Mobile,25-50k,Annual,61.29
5223,2024-08-30,South,Basic,7,13.22,0,7,21.0,0,Organic search,Mobile,25-50k,Monthly,39.66
5224,2024-05-22,North,Basic,5,9.34,0,19,16.0,0,Email,Desktop,25-50k,Monthly,28.02
5225,2024-10-14,Midlands,Premium,10,33.21,5,5,7.0,1,Paid search,Mobile,75k+,Monthly,66.42
5226,2024-05-30,South,Basic,12,10.07,0,6,10.0,0,Organic search,Desktop,<25k,Monthly,30.21
5227,2024-06-11,South,Basic,1,8.96,2,38,7.0,0,Paid search,Desktop,25-50k,Annual,26.88
5228,2024-06-25,North,Premium,14,31.67,2,18,24.0,0,Referral,Mobile,<25k,Monthly,95.01
5229,2024-06-07,North,Basic,29,11.63,1,20,1.0,0,Social,Desktop,50-75k,Monthly,34.89
5230,2024-07-30,North,Basic,9,11.79,1,7,23.0,0,Social,Mobile,25-50k,Monthly,35.37
5231,2024-11-07,North,Basic,5,10.19,2,19,0.0,0,Paid search,Desktop,<25k,Annual,30.57
5232,2024-02-19,South,Premium,3,34.57,2,18,18.0,0,Organic search,Desktop,<25k,Monthly,103.71
5233,2024-11-12,Midlands,Basic,10,12.8,1,15,22.0,0,Referral,Mobile,50-75k,Annual,38.4
5234,2024-02-16,Midlands,Premium,33,31.94,3,30,18.0,0,Organic search,Mobile,25-50k,Monthly,95.82
5235,2024-08-29,South,Basic,17,12.53,1,12,29.0,1,Social,Desktop,<25k,Monthly,25.06
5236,2024-01-16,North,Basic,13,14.35,0,14,35.0,0,Social,Desktop,<25k,Monthly,43.05
5237,2024-08-30,North,Standard,20,20.21,1,26,31.0,0,Organic search,Desktop,25-50k,Monthly,60.63
5238,2024-11-13,Midlands,Basic,24,11.86,1,57,29.0,0,Referral,Mobile,50-75k,Monthly,35.58
5239,2024-01-04,Midlands,Standard,1,19.42,2,42,23.0,0,Paid search,Mobile,25-50k,Monthly,58.26
5240,2024-05-12,North,Standard,13,23.21,0,25,15.0,0,Email,Tablet,50-75k,Monthly,69.63
5241,2024-03-29,Midlands,Standard,34,20.27,1,12,19.0,0,Paid search,Desktop,<25k,Monthly,60.81
5242,2024-05-24,Wales,Basic,13,13.83,3,9,18.0,0,Referral,Mobile,50-75k,Monthly,41.49
5243,2024-05-29,Midlands,Basic,27,8.51,1,11,15.0,0,Organic search,Desktop,50-75k,Annual,25.53
5244,2024-02-25,Wales,Standard,27,20.93,0,7,24.0,0,Paid search,Mobile,25-50k,Monthly,62.79
5245,2024-06-29,North,Premium,27,34.69,1,5,29.0,0,Organic search,Desktop,25-50k,Monthly,104.07
5246,2024-09-17,Midlands,Standard,12,21.95,2,21,21.0,0,Paid search,Desktop,25-50k,Monthly,65.85
5247,2024-06-18,Midlands,Basic,23,11.71,0,11,21.0,0,Email,Desktop,50-75k,Monthly,35.13
5248,2024-12-16,North,Standard,12,21.79,1,19,27.0,0,Paid search,Desktop,<25k,Monthly,65.37
5249,2024-04-04,Midlands,Standard,15,19.71,0,4,20.0,0,Organic search,Desktop,75k+,Monthly,59.13
5250,2024-10-05,Wales,Basic,2,8.66,1,23,17.0,1,Email,Desktop,25-50k,Monthly,0.0
5251,2024-12-08,Midlands,Basic,22,10.83,1,4,15.0,0,Referral,Desktop,<25k,Annual,32.49
5252,2024-01-30,South,Basic,16,11.91,0,8,35.0,0,Social,Desktop,25-50k,Monthly,35.73
5253,2024-02-09,Midlands,Standard,10,17.78,1,23,18.0,1,Referral,Mobile,25-50k,Monthly,17.78
5254,2024-03-09,Scotland,Standard,17,19.01,1,21,10.0,0,Referral,Desktop,<25k,Monthly,57.03
5255,2024-08-24,North,Basic,15,11.05,0,12,22.0,0,Social,Mobile,25-50k,Monthly,33.15
5256,2024-06-04,Midlands,Premium,28,32.03,6,7,-1.0,1,Paid search,Mobile,25-50k,Monthly,0.0
5257,2024-08-13,North,Basic,32,11.58,0,9,23.0,0,Email,Desktop,<25k,Monthly,34.74
5258,2024-07-07,Wales,Standard,22,20.64,1,8,7.0,0,Paid search,Mobile,<25k,Annual,61.92
5259,2024-01-06,South,Standard,23,18.97,1,6,15.0,0,Organic search,Mobile,50-75k,Monthly,56.91
5260,2024-06-09,Wales,Basic,21,12.48,0,3,14.0,0,Paid search,Mobile,25-50k,Monthly,37.44
5261,2024-09-24,South,Standard,16,17.63,1,35,9.0,0,Social,Tablet,25-50k,Annual,52.89
5262,2024-03-15,Wales,Basic,4,8.98,0,12,30.0,0,Organic search,Tablet,<25k,Monthly,26.94
5263,2024-12-30,Midlands,Basic,10,13.0,0,2,20.0,0,Referral,Desktop,25-50k,Monthly,39.0
